,Restaurant,Category,Items,Calories,Protein (g),Carbs (g),Sodium (mg),Sugars (g)
1216,jackinthebox,cheeses,American Cheese,40,2,0,533.3369853917662,0.0
1217,jackinthebox,cheeses,Provolone Cheese,60,4,0,533.3369853917662,0.0
1218,jackinthebox,cheeses,Real Cheddar Cheese,70,4,1,533.3369853917662,0.0
1219,jackinthebox,other,Fire Roasted Salsa,10,0,2,533.3369853917662,1.0
1220,jackinthebox,other,Grape Jelly,35,0,9,533.3369853917662,9.0
1221,jackinthebox,other,Grilled Onions,10,0,2,533.3369853917662,1.0
1222,jackinthebox,other,Ketchup,10,0,3,533.3369853917662,2.0
1223,jackinthebox,other,Mayonnaise,80,0,0,533.3369853917662,0.0
1224,jackinthebox,other,Mustard,5,0,0,533.3369853917662,0.0
1225,jackinthebox,other,Pride Margarine Spread,20,0,0,533.3369853917662,0.0
1226,jackinthebox,other,Strawberry Jam,35,0,9,533.3369853917662,8.0
1227,jackinthebox,other,Taco Sauce,0,0,0,533.3369853917662,0.0
1228,wendys,garden sensations salads,Apple Pecan Chicken Salad,350,35,27,970.0,17.0
1229,wendys,garden sensations salads,Apple Pecan Chicken Salad Half-Size,180,18,14,490.0,9.0
1230,wendys,garden sensations salads,Roasted Pecans,110,1,6,60.0,4.0
1231,wendys,garden sensations salads,Pomegranate Vinaigrette Dressing,60,0,8,160.0,8.0
1232,wendys,garden sensations salads,Baja Chili Salad,530,32,34,1580.0,10.0
1233,wendys,garden sensations salads,Baja Chili Salad Half-Size,280,16,18,820.0,6.0
1234,wendys,garden sensations salads,Seasoned Tortilla Strips,80,1,11,105.0,0.0
1235,wendys,garden sensations salads,Red Jalapeño Dressing,100,1,2,220.0,1.0
1236,wendys,garden sensations salads,Chicken BLT Cobb Salad,380,44,11,1190.0,4.0
1237,wendys,garden sensations salads,Chicken BLT Cobb Salad Half-Size,190,22,6,600.0,2.0
1238,wendys,garden sensations salads,Avocado Ranch Dressing,100,1,2,220.0,1.0
1239,wendys,garden sensations salads,Spicy Chicken Caesar Salad,480,35,24,1030.0,3.0
1240,wendys,garden sensations salads,Spicy Chicken Caesar Salad Half-Size,250,18,14,520.0,2.0
1241,wendys,garden sensations salads,Gourmet Croutons,80,2,13,190.0,0.0
1242,wendys,garden sensations salads,Lemon Garlic Caesar Dressing,110,2,2,180.0,1.0
1243,wendys,garden sensations salads,Classic Ranch Dressing,100,1,2,150.0,1.0
1244,wendys,garden sensations salads,Light Classic Ranch Dressing,50,1,2,160.0,1.0
1245,wendys,garden sensations salads,Italian Vinaigrette Dressing,70,0,4,180.0,3.0
1246,wendys,garden sensations salads,Fat-Free French Dressing,40,0,9,95.0,8.0
1247,wendys,garden sensations salads,Thousand Island Dressing,160,0,5,290.0,4.0
1248,wendys,side selections,Garden Side Salad,20,1,4,30.0,2.0
1249,wendys,side selections,Gourmet Croutons,80,2,13,190.0,0.0
1250,wendys,side selections,Caesar Side Salad,60,4,4,70.0,1.0
1251,wendys,side selections,Gourmet Croutons,80,2,13,190.0,0.0
1252,wendys,side selections,Lemon Garlic Caesar Dressing,110,2,2,180.0,1.0
1253,wendys,side selections,Apple Slices,40,0,9,0.0,7.0
1254,wendys,side selections,Plain Baked Potato (avg. wgt. 10 oz.),270,7,61,25.0,3.0
1255,wendys,side selections,Sour Cream & Chive Baked Potato,320,8,63,50.0,4.0
1256,wendys,side selections,Buttery Best Spread,50,0,0,95.0,0.0
1257,wendys,side selections,"Rich & Meaty Chili, Small",180,13,20,790.0,5.0
1258,wendys,side selections,"Rich & Meaty Chili, Large",270,19,31,1180.0,8.0
1259,wendys,side selections,Hot Chili Seasoning Packet,5,0,1,280.0,1.0
1260,wendys,side selections,Saltine Crackers,25,1,5,80.0,0.0
1261,wendys,side selections,"Cheddar Cheese, Shredded",70,4,1,110.0,0.0
1262,wendys,side selections,Chili Cheese Fries,530,16,55,1050.0,4.0
1263,wendys,side selections,Value Natural-Cut Fries,220,3,28,240.0,0.0
1264,wendys,side selections,Small Natural-Cut Fries,310,4,40,330.0,0.0
1265,wendys,side selections,Medium Natural-Cut Fries,410,5,52,440.0,0.0
1266,wendys,side selections,Large Natural-Cut Fries,500,6,65,540.0,0.0
1267,wendys,side selections,"Ketchup, 1 Packet",10,0,2,70.0,2.0
1268,wendys,beverages,TruMoo® 1% Lowfat White Milk,100,8,12,115.0,11.0
1269,wendys,beverages,TruMoo 1% Lowfat Chocolate Milk,120,8,18,160.0,17.0
1270,wendys,beverages,Juicy Juice® Apple Juice,90,0,22,5.0,20.0
1271,wendys,beverages,Nestlé® Pure Life® Bottled Water,0,0,0,0.0,0.0
1272,wendys,crispy chicken nuggets,4-Piece Regular Chicken Nuggets,180,9,10,350.0,0.0
1273,wendys,crispy chicken nuggets,4-Piece Spicy Chicken Nuggets,170,10,9,500.0,0.0
1274,wendys,crispy chicken nuggets,6-Piece Regular Chicken Nuggets,270,14,14,520.0,0.0
1275,wendys,crispy chicken nuggets,6-Piece Spicy Chicken Nuggets,260,15,14,750.0,0.0
1276,wendys,crispy chicken nuggets,10-Piece Chicken Nuggets,450,23,24,870.0,0.0
1277,wendys,crispy chicken nuggets,Barbecue Nugget Sauce,45,0,11,120.0,4.0
1278,wendys,crispy chicken nuggets,Sweet & Sour Nugget Sauce,50,0,12,120.0,10.0
1279,wendys,crispy chicken nuggets,Honey Mustard Nugget Sauce,80,0,7,220.0,3.0
1280,wendys,crispy chicken nuggets,Heartland Ranch Dipping Sauce,120,0,3,240.0,2.0
1281,wendys,sandwiches,Jr. Hamburger,250,14,25,600.0,5.0
1282,wendys,sandwiches,Jr. Cheeseburger,290,16,26,800.0,6.0
1283,wendys,sandwiches,Jr. Bacon Cheeseburger (JBC),390,20,26,870.0,5.0
1284,wendys,sandwiches,Jr. Cheeseburger Deluxe,350,17,27,830.0,7.0
1285,wendys,sandwiches,Double Stack™,420,27,26,1060.0,6.0
1286,wendys,sandwiches,"Hamburger, Kids’ Meal",250,14,25,530.0,5.0
1287,wendys,sandwiches,"Cheeseburger, Kids’ Meal",290,16,26,730.0,6.0
1288,wendys,sandwiches,1/4 lb. Single w/ Cheese,580,30,42,1220.0,10.0
1289,wendys,sandwiches,1/2 lb. Double w/ Cheese,820,48,42,1510.0,10.0
1290,wendys,sandwiches,3/4 lb. Triple w/ Cheese,1090,69,43,1990.0,11.0
1291,wendys,sandwiches,Baconator®,940,57,41,1890.0,9.0
1292,wendys,sandwiches,Son of Baconator®,670,38,41,1670.0,9.0
1293,wendys,sandwiches,Ultimate Chicken Grill Sandwich,370,34,43,880.0,9.0
1294,wendys,sandwiches,Spicy Chicken Sandwich,510,29,55,1130.0,7.0
1295,wendys,sandwiches,Homestyle Chicken Sandwich,510,29,54,1200.0,8.0
1296,wendys,sandwiches,Asiago Ranch Club w/ Homestyle Chicken,670,38,57,1640.0,9.0
1297,wendys,sandwiches,Asiago Ranch Club w/ Ultimate Chicken Gril,530,43,43,1270.0,8.0
1298,wendys,sandwiches,Asiago Ranch Club w/ Spicy Chicken,670,37,57,1560.0,8.0
1299,wendys,sandwiches,Crispy Chicken Sandwich,380,15,35,680.0,4.0
1300,wendys,sandwiches,Crispy Chicken Caesar Wrap,440,17,33,970.0,1.0
1301,wendys,sandwiches,Grilled Chicken Go Wrap,260,19,25,740.0,3.0
1302,wendys,sandwiches,Homestyle Chicken Go Wrap,340,17,30,910.0,1.0
1303,wendys,sandwiches,Spicy Chicken Go Wrap,330,17,30,870.0,1.0
